aX	aY	aZ	gX	gY	gZ	
-0.8905	1.4972	0.9463	104.2480	15.9912	144.9585
-0.7861	1.1566	0.5778	172.4854	0.6714	175.7812
-0.8120	0.8148	0.2488	219.7266	-15.6250	183.1665
-0.8982	0.5742	-0.0255	243.4692	-29.8462	173.6450
-0.9573	0.3940	-0.2217	250.4272	-36.7432	157.4097
-1.0146	0.2476	-0.3124	248.2910	-27.1606	139.5874
-1.0524	0.0732	-0.4509	243.1030	-6.2866	117.2485
-1.2479	0.2013	-0.1848	226.4404	16.7847	96.3745
-1.1820	0.0330	-0.3840	236.6333	29.9072	80.2612
-1.0303	-0.0806	-0.4487	236.6333	35.9497	77.0874
-0.9741	-0.0856	-0.3928	224.3652	46.3257	73.1812
-0.9951	-0.1189	-0.3295	211.6699	46.7529	69.0918
-0.9988	-0.1366	-0.2687	199.7681	40.0391	67.9321
-0.9747	-0.1238	-0.2344	189.0869	30.0293	69.4580
-0.9709	-0.1017	-0.1976	181.8237	18.1274	70.7397
-0.9825	-0.0917	-0.1593	178.0396	7.8125	69.7632
-0.9945	-0.0712	-0.0962	177.9175	0.2441	68.1152
-1.0209	-0.0549	-0.0669	182.1899	-5.3101	66.5894
-1.0194	-0.0344	-0.0647	187.8662	-7.2021	65.1855
-1.0336	-0.0220	-0.0605	194.5190	-5.1270	62.2559
-1.0500	-0.0366	-0.0485	202.6367	1.4648	58.9600
-1.0201	-0.0527	-0.0286	210.7544	13.4888	56.0913
-0.9423	-0.0750	-0.0273	218.0786	26.6724	53.1006
-0.8615	-0.1011	-0.0631	222.0459	34.6680	49.6826
-0.8175	-0.1173	-0.1041	221.7407	37.2925	44.3115
-0.8151	-0.1349	-0.1464	218.5669	35.5835	38.0859
-0.8308	-0.1493	-0.1570	211.9751	30.7617	33.1421
-0.8724	-0.1459	-0.1792	204.4067	25.4517	28.3813
-0.9379	-0.1376	-0.1752	197.0825	22.8271	23.1934
-1.0046	-0.1278	-0.1595	190.6128	25.4517	18.4326
-1.0184	-0.1267	-0.1744	185.3027	33.3862	14.5874
-0.9580	-0.1449	-0.1926	178.6499	42.2974	12.6953
-0.9019	-0.1708	-0.1876	170.8374	46.2646	12.2070
-0.8879	-0.1821	-0.1787	162.2925	45.2271	12.9395
-0.8887	-0.1927	-0.1805	154.2969	39.2456	14.8926
-0.8655	-0.2242	-0.1807	145.9351	29.1138	18.4326
-0.8521	-0.2415	-0.1914	136.9629	17.2729	21.4844
